AOT,H2O,O3,altitude,assetID,date,location,solar_z,valid,geometry,LANDSAT_OLI_B2_6S_a,LANDSAT_OLI_B2_6S_b,LANDSAT_OLI_B3_6S_a,LANDSAT_OLI_B3_6S_b,LANDSAT_OLI_B4_6S_a,LANDSAT_OLI_B4_6S_b
0.226,1.029998779296875,0.243,2468.0,LANDSAT/LC8_SR/LC82330762013102,2013-04-12T14:32:40,Atacama,42.83639852867607,1,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-68.2196,-22.882499999999997]}",7.7810000000000015,415.46368742254714,6.166,396.02039879306716,4.403,341.57037061244495
